เส้นทางต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Victory Monument,35
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Phaya Thai,40
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Ratchathewi,43
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Siam,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Chit Lom,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Phloen Chit,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Nana,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Asok,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Thong Lo,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Ekkamai,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Phra Khanong,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,On Nut,47
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Bang Chak,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Punnawithi,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Udom Suk,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Bang Na,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Bearing,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Samrong,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Pu Chao,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Chang Erawan,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Royal Thai Naval Academy,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Pak Nam,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Srinagarindra,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Phraek Sa,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Sai Luat,62
สายสุขุมวิท,Sai Yud,สายสุขุมวิท,Kheha,62
สายสุขุมวิท,Sai Yud,สายสีลม,National Stadium,47
สายสุขุมวิท,Sai Yud,สายสีลม,Ratchadamri,47
สายสุขุมวิท,Sai Yud,สายสีลม,Sala Daeng,47
สายสุขุมวิท,Sai Yud,สายสีลม,Chong Nonsi,47
สายสุขุมวิท,Sai Yud,สายสีลม,Saint Louis,47
สายสุขุมวิท,Sai Yud,สายสีลม,Surasak,47
สายสุขุมวิท,Sai Yud,สายสีลม,Saphan Taksin,47
สายสุขุมวิท,Sai Yud,สายสีลม,Krung Thon Buri,47
สายสุขุมวิท,Sai Yud,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,Sai Yud,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Sai Yud,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Sai Yud,สายสีลม,Wutthakat,62
สายสุขุมวิท,Sai Yud,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Khu Khot, 0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Yaek Kor Por Aor,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Royal Thai Air Force Museum,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Bhumibol Adulyadej Hospital,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Saphan Mai,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Sai Yud,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phahon Yothin 59,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Wat Phra Sri Mahathat,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,11th Infantry Regiment,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Bang Bua,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Royal Forest Department,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Kasetsart University,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Sena Nikhom,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Ratchayothin,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phahon Yothin 24,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Ha Yaek Lat Phrao,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Mo Chit,0
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Saphan Khwai,17
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Ari,28
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Sanam Pao,32
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Victory Monument,35
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phaya Thai,40
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Ratchathewi,43
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Siam,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Chit Lom,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phloen Chit,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Nana,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Asok,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Thong Lo,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Ekkamai,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phra Khanong,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,On Nut,47
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Bang Chak,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Punnawithi,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Udom Suk,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Bang Na,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Bearing,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Samrong,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Pu Chao,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Chang Erawan,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Royal Thai Naval Academy,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Pak Nam,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Srinagarindra,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Phraek Sa,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Sai Luat,62
สายสุขุมวิท,Phahon Yothin 59,สายสุขุมวิท,Kheha,62
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,National Stadium,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Ratchadamri,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Sala Daeng,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Chong Nonsi,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Saint Louis,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Surasak,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Saphan Taksin,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Krung Thon Buri,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Wongwian Yai,47
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Pho Nimit,62
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Talat Phlu,62
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Wutthakat,62
สายสุขุมวิท,Phahon Yothin 59,สายสีลม,Bang Wa,62 
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Khu Khot, 0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Yaek Kor Por Aor,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Royal Thai Air Force Museum,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Bhumibol Adulyadej Hospital,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Saphan Mai,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Sai Yud,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phahon Yothin 59,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Wat Phra Sri Mahathat,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,11th Infantry Regiment,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Bang Bua,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Royal Forest Department,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Kasetsart University,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Sena Nikhom,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Ratchayothin,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phahon Yothin 24,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Ha Yaek Lat Phrao,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Mo Chit,0
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Saphan Khwai,17
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Ari,28
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Sanam Pao,32
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Victory Monument,35
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phaya Thai,40
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Ratchathewi,43
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Siam,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Chit Lom,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phloen Chit,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Nana,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Asok,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phrom Phong,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Thong Lo,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Ekkamai,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,Phra Khanong,47
สายสุขุมวิท,Wat Phra Sri Mahathat,สายสุขุมวิท,On Nut,47
